sl_no,gender,ssc_p,ssc_b,hsc_p,hsc_b,hsc_s,degree_p,degree_t,workex,etest_p,specialisation,mba_p,kt_status,status
510,F,69.36549781858844,Central,93.5854123117249,Central,Science,50.2957820239114,Sci&Tech,Yes,66.54959738017016,Mkt&Fin,92.78862614318112,No KT,Placed
511,M,53.27256650917613,Others,43.74745561714428,Others,Science,50.047584671079306,Sci&Tech,No,91.8725447417367,Mkt&HR,42.7053313603234,No KT,Not Placed
512,F,99.26008047979883,Central,93.00788577916364,Others,Commerce,67.75561282630919,Sci&Tech,No,65.49328247042423,Mkt&HR,83.87326659239477,KT Completed,Placed
513,M,96.64356038119679,Central,66.89914332216533,Others,Commerce,41.996078270161505,Comm&Mgmt,Yes,75.37545472346658,Mkt&HR,92.31910577469742,No KT,Placed
514,F,42.365608682110356,Others,70.62594934025392,Central,Science,47.313284951936225,Comm&Mgmt,Yes,70.0626291601864,Mkt&HR,45.88347091374746,No KT,Placed
515,F,82.33451035094131,Others,77.59555066559261,Central,Arts,64.95168036447686,Others,Yes,92.7539192984844,Mkt&Fin,66.17808542998105,No KT,Placed
516,M,95.51489904493995,Central,95.58295640380521,Central,Arts,43.78779455247799,Sci&Tech,Yes,71.59592655729143,Mkt&Fin,97.73817899045659,No KT,Placed
517,F,50.83452070764001,Central,41.14696566578584,Central,Arts,63.80530338733176,Others,Yes,69.30495944187422,Mkt&HR,90.0483196314151,No KT,Placed
518,F,74.07671383315777,Central,68.61060809906903,Others,Arts,68.4403759569067,Comm&Mgmt,No,84.49118464488187,Mkt&Fin,69.38224191147131,KT Completed,Not Placed
519,F,94.92929785528251,Others,81.26332254583363,Central,Arts,67.07599684438686,Comm&Mgmt,Yes,80.12205549307214,Mkt&HR,85.75426676749316,No KT,Placed
520,F,42.03675871514793,Central,83.3624174618937,Central,Arts,92.15049144418523,Comm&Mgmt,No,55.362341674792305,Mkt&HR,90.00265746589983,KT Completed,Not Placed
521,F,81.84521603481039,Central,81.55194589222648,Central,Arts,71.80374730310395,Sci&Tech,Yes,75.40844031719816,Mkt&Fin,60.88161779132316,No KT,Placed
522,M,57.840940442353045,Central,48.06610776448731,Others,Arts,68.0788277486826,Sci&Tech,Yes,86.77391941666238,Mkt&HR,93.52917501219765,No KT,Placed
523,F,95.46377172259182,Others,57.963735302300876,Central,Science,64.64255472349997,Comm&Mgmt,Yes,99.60373822956781,Mkt&Fin,68.22839918062941,No KT,Placed
524,M,98.26349470992207,Others,61.52293152502081,Central,Arts,89.05740269826917,Others,No,81.45734169851596,Mkt&HR,71.6684418135298,KT Completed,Not Placed
525,F,96.65598934680604,Central,88.2662324607703,Central,Arts,93.70339623998998,Others,Yes,68.5146533220659,Mkt&Fin,99.98245826930986,No KT,Placed
526,M,68.45285299944783,Central,56.72559234487318,Central,Arts,91.19454815182705,Comm&Mgmt,No,61.30757999010592,Mkt&HR,90.59817796912968,No KT,Placed
527,M,91.72255905935882,Others,52.64229783203219,Central,Commerce,80.41279468788345,Others,No,93.64151170766601,Mkt&Fin,61.7062003463788,No KT,Placed
528,F,90.67296391210422,Others,97.44688114228578,Others,Science,48.241704758120456,Comm&Mgmt,No,90.72826060567513,Mkt&HR,40.620735788362,KT Completed,Not Placed
529,F,59.146028394595334,Others,40.531797106808135,Central,Science,56.61219816952074,Others,Yes,61.696141038969245,Mkt&HR,77.57044442763367,No KT,Placed
530,F,89.73492844904064,Others,99.8692513409187,Central,Science,42.76378382091865,Comm&Mgmt,No,60.03160450732867,Mkt&Fin,82.23480556768646,No KT,Placed
531,M,42.220458082929554,Others,80.60927793144373,Central,Arts,95.84944449940684,Others,Yes,85.75683884055877,Mkt&HR,79.04816140860278,KT Completed,Placed
532,F,75.77619270892319,Others,89.70815796694703,Central,Arts,79.64791178145462,Sci&Tech,No,65.74760309593798,Mkt&Fin,98.07174106979278,KT Completed,Not Placed
533,M,53.80053023726218,Others,57.67716378077159,Central,Commerce,84.7817730587945,Comm&Mgmt,Yes,65.31993991809789,Mkt&Fin,91.77826163992866,No KT,Placed
534,M,47.23401314663673,Others,40.858916660023596,Central,Science,58.694304374933736,Comm&Mgmt,No,57.614512353382764,Mkt&HR,66.92990159083891,No KT,Not Placed
535,M,44.61719209775255,Others,84.2721711136918,Central,Arts,90.73921133664055,Others,Yes,63.198775985491494,Mkt&HR,43.771449248342854,No KT,Placed
536,F,81.77732655268838,Central,90.04867582004054,Central,Science,55.57619702250871,Comm&Mgmt,Yes,71.37537787963248,Mkt&HR,68.56352617011981,No KT,Placed
537,F,60.39249782608397,Central,84.42856791721115,Central,Commerce,40.09862542674698,Comm&Mgmt,Yes,86.64191686362078,Mkt&HR,81.35464119772138,KT Completed,Placed
538,M,83.48600629172569,Central,48.57101723805032,Central,Commerce,62.58489775124164,Comm&Mgmt,No,66.8154047206875,Mkt&Fin,76.46258849362027,No KT,Placed
539,M,43.92138044793654,Others,85.20567533541814,Others,Commerce,74.24568885754441,Sci&Tech,No,66.43021697399213,Mkt&HR,72.28822406265309,KT Completed,Not Placed
540,F,58.91742026983662,Central,86.13536692645846,Others,Science,68.72229147793135,Sci&Tech,Yes,64.24566262762178,Mkt&HR,68.12913748091448,No KT,Placed
541,M,72.36947754252023,Others,79.5124309402033,Others,Arts,91.72456855459582,Others,No,73.91418337555214,Mkt&HR,57.62571238164318,No KT,Placed
542,F,87.44338989033781,Others,85.96695596773517,Others,Arts,46.32431715737002,Sci&Tech,No,59.031834897065764,Mkt&Fin,56.64080570347775,No KT,Not Placed
543,M,59.12515017592419,Central,90.75528638066393,Central,Commerce,73.22940643802353,Others,No,74.28153670160629,Mkt&HR,70.01388873554811,KT In Progress,Not Placed
544,F,77.55348258622055,Others,76.81624685424751,Others,Arts,70.77876098925444,Sci&Tech,No,85.2087778097345,Mkt&Fin,49.63618878577894,No KT,Placed
545,M,93.15866489417124,Central,45.31628283818074,Others,Commerce,56.88357893032978,Others,No,51.48952520163111,Mkt&HR,60.4411254144881,No KT,Not Placed
546,F,76.95179129093827,Central,69.25766858003266,Central,Science,89.33368675462063,Sci&Tech,No,50.48896901528809,Mkt&Fin,59.438756482605974,No KT,Placed
547,M,53.97756848521803,Central,44.6589600802963,Others,Commerce,85.17091935293237,Sci&Tech,No,53.75614550772546,Mkt&HR,75.22796809505206,KT In Progress,Not Placed
548,F,41.46404689339228,Others,64.45258186194584,Others,Science,83.97155123990986,Others,Yes,76.7830030864056,Mkt&HR,44.00093802178147,KT Completed,Not Placed
549,F,92.2059324340558,Central,64.42638934753765,Central,Commerce,92.57154869617337,Comm&Mgmt,Yes,92.72275415927018,Mkt&Fin,89.7801208159057,No KT,Placed
550,M,41.27616465102323,Others,43.960590648414495,Central,Arts,83.36707603729127,Comm&Mgmt,No,50.244223301012596,Mkt&HR,73.74270282306412,No KT,Not Placed
551,M,92.48210036105196,Central,60.92923203816876,Central,Arts,53.91047750288359,Sci&Tech,Yes,96.83306522923405,Mkt&HR,80.24960084655612,KT Completed,Placed
552,F,71.73622804163273,Central,46.65988592747889,Others,Commerce,82.33376269898147,Others,Yes,55.31392557852679,Mkt&HR,82.18563422556596,KT Completed,Not Placed
553,M,96.34406191077377,Central,88.49411260055334,Others,Arts,58.46216880339063,Comm&Mgmt,Yes,92.09917640291131,Mkt&Fin,57.48904821055219,No KT,Placed
554,F,87.92699414641993,Others,96.86128155786824,Central,Arts,54.53047902084823,Others,No,74.14273824914734,Mkt&HR,68.22229404309199,No KT,Not Placed
555,M,99.87604663200025,Others,44.338988515476316,Central,Arts,44.38021557397764,Comm&Mgmt,No,82.9678693639422,Mkt&Fin,97.37475735218004,No KT,Placed
556,F,61.04270892710261,Others,97.30691243750209,Others,Science,84.6417148208606,Others,No,75.53414922235912,Mkt&Fin,86.0023142798089,No KT,Placed
557,F,86.0312973358676,Central,71.3545959602047,Central,Arts,82.66005771698867,Sci&Tech,No,73.85241125896773,Mkt&Fin,98.17341251339113,KT Completed,Not Placed
558,F,64.11585481655453,Central,57.973940677232434,Others,Science,54.069968660445625,Others,No,91.74497141821956,Mkt&HR,84.7752607087773,No KT,Placed
559,F,68.79253721823453,Others,44.61172451656981,Central,Commerce,84.96274100344937,Comm&Mgmt,Yes,87.79431897839082,Mkt&Fin,50.53600838251104,No KT,Placed
560,F,77.6503277931022,Others,70.03745608422507,Central,Arts,95.07045298561317,Sci&Tech,No,74.1701118261502,Mkt&Fin,43.87215303068057,No KT,Not Placed
561,F,92.42062685118032,Others,87.67093266944492,Others,Arts,46.48173744949476,Others,Yes,55.58179646980308,Mkt&HR,74.65968620317982,KT Completed,Not Placed
562,M,99.04500815195772,Others,82.42518863600189,Central,Arts,53.9581983032065,Comm&Mgmt,No,55.770147965720405,Mkt&Fin,61.46879678215657,No KT,Not Placed
563,M,86.0964048318711,Others,43.01356068783843,Central,Commerce,85.01564764523893,Sci&Tech,Yes,90.07697303595377,Mkt&Fin,56.52747460829021,No KT,Placed
564,M,65.06600693004003,Others,44.374110122074214,Central,Science,56.470400410424695,Others,No,76.46953106737666,Mkt&HR,88.43265978552505,No KT,Placed
565,F,65.2814201366242,Central,64.17239695795823,Others,Science,77.479838457023,Comm&Mgmt,No,74.07945701096813,Mkt&HR,62.01959602491684,No KT,Placed
566,F,84.25493809533349,Others,57.717429642876596,Central,Arts,44.86985346782287,Others,No,84.02834206803576,Mkt&Fin,59.020058184058236,No KT,Not Placed
567,F,54.32662874609814,Central,53.94305938336287,Central,Commerce,67.13214874621232,Others,No,92.94207917071301,Mkt&HR,90.99925559014062,KT Completed,Not Placed
568,F,46.62844678788368,Central,56.86026993452282,Central,Commerce,84.3454853195772,Sci&Tech,No,81.44365722066526,Mkt&HR,90.77724018918761,No KT,Placed
569,M,61.27732945844659,Others,88.20896459781308,Central,Commerce,81.19083658259515,Sci&Tech,No,88.14239511732396,Mkt&HR,61.381998265303395,No KT,Placed
570,M,57.2343394992449,Others,95.75368321791123,Central,Commerce,88.90432604054841,Comm&Mgmt,Yes,88.26352620584785,Mkt&Fin,89.94992205915798,No KT,Placed
571,F,57.778487227359406,Central,64.30616167165398,Central,Commerce,92.64712759619013,Sci&Tech,No,67.81307243964795,Mkt&Fin,91.04670941995963,No KT,Placed
572,M,54.0164650629946,Others,94.36666012794981,Others,Science,86.39101007552549,Comm&Mgmt,Yes,63.704159782049786,Mkt&HR,65.43583210177998,No KT,Placed
573,M,42.525591378181716,Others,59.28974207487292,Others,Science,80.29526457633557,Others,No,90.05820335875794,Mkt&Fin,43.98838781255029,No KT,Not Placed
574,F,41.07243608400483,Central,68.5862191806275,Central,Science,41.90334950896187,Others,Yes,68.85893958921218,Mkt&HR,40.0950786679804,No KT,Not Placed
575,M,99.26334338416189,Central,53.56173986895998,Others,Arts,72.09800040456665,Comm&Mgmt,Yes,95.16680032613526,Mkt&HR,71.3975477733397,No KT,Placed
576,F,65.66638802415174,Central,78.42856253055064,Others,Commerce,42.261863494891166,Others,Yes,53.48453483650598,Mkt&HR,60.64452960222134,KT Completed,Not Placed
577,M,63.0595988295809,Others,98.73886691048853,Central,Arts,88.48406902696135,Sci&Tech,Yes,52.91087560376698,Mkt&HR,99.82791364950197,No KT,Placed
578,F,80.77883696158419,Central,76.20958576260273,Others,Commerce,59.24347146759746,Others,Yes,96.35020800507041,Mkt&HR,86.34465997763705,No KT,Placed
579,F,53.09523327190385,Others,61.46884504681293,Others,Science,73.74576244707526,Sci&Tech,Yes,82.42274570907173,Mkt&Fin,85.67652738102475,No KT,Placed
580,F,96.99767103701352,Central,78.86904675943171,Others,Arts,56.76671843913415,Comm&Mgmt,No,68.97996782241661,Mkt&Fin,97.31456609724063,KT Completed,Not Placed
581,F,87.18070086493313,Central,47.375240707923254,Others,Science,86.95000866281762,Comm&Mgmt,Yes,87.75302074080915,Mkt&Fin,93.26346387359925,No KT,Placed
582,M,45.36466013873557,Central,93.31954481592392,Others,Commerce,93.19015159851415,Others,No,83.61634049968205,Mkt&Fin,59.09124876738332,KT Completed,Not Placed
583,F,65.0548465470957,Others,70.18503704679019,Others,Commerce,63.91854965278384,Others,No,76.56005234097981,Mkt&HR,49.95923329623258,No KT,Not Placed
584,F,92.74709845372988,Others,66.96098452237852,Others,Commerce,91.77534361065935,Sci&Tech,Yes,54.943667133132564,Mkt&HR,84.75353590392893,KT Completed,Placed
585,F,96.68392133748462,Central,75.15188730721115,Others,Science,56.02450044737994,Sci&Tech,Yes,90.60897936463758,Mkt&Fin,62.696433620972385,No KT,Placed
586,M,68.04409067499219,Central,77.48703176736414,Central,Commerce,72.07965538453143,Others,No,93.30115953403123,Mkt&Fin,68.39035909785738,No KT,Placed
587,F,76.80468335264246,Central,44.30654837359078,Central,Science,91.52568579032223,Others,Yes,58.60843442763245,Mkt&HR,77.82386387648961,No KT,Placed
588,M,50.02203676552451,Others,80.95703327340414,Others,Arts,59.55288055694742,Comm&Mgmt,Yes,92.52558259885333,Mkt&HR,94.47236061611443,No KT,Placed
589,F,99.4701175682186,Central,54.515900818931776,Others,Commerce,97.24253590468516,Comm&Mgmt,Yes,93.8923655508282,Mkt&HR,65.14526522025795,KT In Progress,Not Placed
590,M,53.90030208300661,Others,82.83715795039538,Central,Commerce,47.312770106883015,Comm&Mgmt,Yes,77.4714306144258,Mkt&Fin,86.99901341316169,No KT,Placed
591,M,96.56390644810753,Central,89.3520876630518,Others,Commerce,41.096504183410374,Others,Yes,82.80895181113435,Mkt&HR,56.10038747647945,KT In Progress,Not Placed
592,F,78.97879893954212,Central,88.23751045315122,Others,Arts,94.24812115469143,Others,Yes,69.11186600072458,Mkt&HR,81.87830745541682,No KT,Placed
593,M,76.46420769273155,Central,73.15005804447335,Central,Commerce,44.11891996887233,Others,Yes,64.0895823754633,Mkt&Fin,40.09476526467471,No KT,Placed
594,F,70.76131066099052,Central,71.21019353864507,Central,Science,99.5133517568495,Comm&Mgmt,No,86.09915734758223,Mkt&Fin,92.29043280943809,No KT,Placed
595,F,53.84018870306552,Central,48.5725576803647,Central,Science,97.08381171874638,Others,Yes,93.0937574507904,Mkt&Fin,41.82277479726775,No KT,Placed
596,F,50.591681920330494,Central,86.52076902418813,Others,Commerce,48.22125460217924,Sci&Tech,No,82.70387764778738,Mkt&HR,82.76522528575505,KT In Progress,Not Placed
597,M,53.22917254421052,Others,56.28456282680286,Others,Commerce,72.25507754155396,Others,No,75.57953053232745,Mkt&HR,42.77549135567703,No KT,Not Placed
598,M,51.18629572865527,Central,69.80172536907679,Central,Arts,51.09521784802866,Others,No,57.94623834220858,Mkt&Fin,55.974741963640206,No KT,Not Placed
599,F,86.7750684140052,Others,57.056445575651004,Central,Arts,65.68931038180719,Others,No,52.67293563024091,Mkt&HR,69.83214421339318,KT In Progress,Not Placed
600,F,61.0075155500038,Central,48.029701779981586,Others,Arts,43.68550775558996,Others,Yes,72.28458951233732,Mkt&HR,65.1963211208943,No KT,Placed
601,M,43.47056059380378,Central,77.77346181350418,Central,Commerce,53.43547526779537,Others,No,52.46747818487106,Mkt&HR,51.51016687606064,No KT,Not Placed
602,F,98.14615780844868,Others,43.25992208937423,Others,Arts,61.796367783933974,Sci&Tech,No,78.46673159536125,Mkt&Fin,60.02889470255424,No KT,Placed
603,F,93.02715309780554,Central,84.918714047572,Others,Arts,66.31885001476329,Sci&Tech,No,69.13645956588857,Mkt&Fin,83.66238220365803,No KT,Placed
604,F,95.66513699171279,Others,59.055207715666995,Central,Science,98.64977549253359,Others,No,87.85945598409847,Mkt&HR,80.1554255547789,No KT,Placed
605,M,99.69446935878611,Others,40.00808158026912,Central,Arts,88.47193874103888,Comm&Mgmt,No,65.28242484180917,Mkt&HR,44.30887502583494,No KT,Not Placed
606,M,50.433714953169236,Central,70.6677483542338,Others,Science,84.24459665871677,Others,Yes,79.6491350483716,Mkt&HR,84.83894953437317,No KT,Placed
607,M,63.77452113415953,Others,42.811114511656186,Central,Science,72.22247888451845,Others,Yes,76.88417608775502,Mkt&HR,43.1827528718217,KT Completed,Not Placed
608,F,85.49430854224548,Others,56.57017346925397,Central,Arts,90.3998656362606,Others,No,50.235621276112056,Mkt&Fin,72.57558334598707,No KT,Placed
609,F,81.76123708322754,Central,82.41858924734296,Central,Science,60.359370139342666,Comm&Mgmt,Yes,53.61946991321552,Mkt&Fin,55.603764882531436,KT In Progress,Not Placed
610,F,49.233754380391304,Others,43.76137729731195,Central,Commerce,82.53394676639897,Comm&Mgmt,Yes,64.51841062430103,Mkt&HR,75.26140765358913,No KT,Placed
611,M,88.94998749943707,Central,90.36030954136014,Others,Commerce,99.62703852269033,Comm&Mgmt,No,94.11175405103825,Mkt&HR,55.67970375645411,No KT,Placed
612,F,53.46643431019964,Central,40.22919535951499,Others,Arts,58.87773453611193,Sci&Tech,No,57.35074774498893,Mkt&Fin,99.09747817754986,No KT,Not Placed
613,F,53.42905688935738,Central,54.809432152114134,Others,Commerce,80.44105209303804,Comm&Mgmt,No,85.54471652302709,Mkt&HR,58.58369102365191,No KT,Placed
614,F,72.21846537360481,Central,84.45424336912428,Others,Science,90.65889184914295,Sci&Tech,Yes,98.66832830761436,Mkt&Fin,54.51763814046976,No KT,Placed
615,F,75.57639609050219,Others,58.97620898375841,Central,Commerce,94.94845500104034,Sci&Tech,No,89.52837763455776,Mkt&HR,56.70791745492076,KT Completed,Placed
616,M,74.80517247026867,Central,46.11354328396081,Central,Arts,83.0759614564061,Comm&Mgmt,Yes,62.1472680843522,Mkt&Fin,93.78837143555772,KT Completed,Placed
617,M,45.489210243865294,Central,61.61403512802568,Others,Arts,57.016475405028174,Comm&Mgmt,Yes,95.41826302065408,Mkt&HR,78.17312972016069,No KT,Placed
618,F,92.64765175782281,Others,56.22359718307153,Others,Science,59.57692909413679,Comm&Mgmt,Yes,54.6553578254195,Mkt&HR,83.84104584524658,No KT,Placed
619,M,55.93600255532236,Central,90.56271412963329,Central,Arts,41.24548192743785,Sci&Tech,No,73.40709709353679,Mkt&Fin,95.08063060566103,No KT,Placed
620,M,47.77089527696825,Central,58.80087505510859,Others,Commerce,85.65315866029059,Others,Yes,94.37709538632069,Mkt&Fin,94.71234909070046,No KT,Placed
621,F,93.32488479213863,Others,87.33594830656043,Others,Arts,42.56437636371708,Comm&Mgmt,No,82.06328546284348,Mkt&HR,84.33675079472366,No KT,Placed
622,F,97.3390898937852,Others,93.51232868864409,Central,Science,91.87914127616475,Comm&Mgmt,No,70.68222823638494,Mkt&HR,51.86946573047938,KT Completed,Not Placed
623,M,91.72765703592704,Others,66.02904517459177,Others,Arts,47.11963686847233,Comm&Mgmt,No,64.64064333685843,Mkt&Fin,90.60239924050032,No KT,Placed
624,F,88.57096448349269,Others,94.59658863126353,Central,Commerce,50.312590728155456,Sci&Tech,No,68.75497026591749,Mkt&Fin,52.22656205146382,KT In Progress,Not Placed
625,M,79.3145188383413,Others,62.63908323779157,Central,Science,68.59158824993423,Sci&Tech,No,75.44708905046431,Mkt&HR,84.57392884590593,No KT,Placed
626,F,73.05144223654835,Others,97.8447049894065,Others,Commerce,84.27282491012454,Others,Yes,65.95219649364037,Mkt&HR,81.13618399269245,No KT,Placed
627,M,45.21920559468461,Others,45.35737147153438,Central,Science,48.34013231194466,Comm&Mgmt,Yes,98.44839310411498,Mkt&Fin,85.5333310084268,No KT,Placed
628,F,64.50719278424192,Central,81.22115599019457,Others,Arts,66.4042645039899,Sci&Tech,Yes,96.65388265330725,Mkt&Fin,71.96114084282894,No KT,Placed
629,M,62.36131102073884,Others,69.62884242741572,Central,Science,68.97107646460628,Others,Yes,93.53357341071603,Mkt&Fin,78.32357093495318,No KT,Placed
630,M,55.585227025619574,Others,63.25892832733882,Others,Science,52.73713850011548,Comm&Mgmt,Yes,71.09149177613267,Mkt&Fin,97.19920482605532,No KT,Placed
631,M,83.40520682131509,Others,77.96271272491606,Others,Arts,46.933502600837905,Sci&Tech,No,84.56508846676144,Mkt&Fin,46.065315650452895,KT Completed,Not Placed
632,F,69.75254410472624,Central,82.23142549805988,Others,Commerce,90.18525537913837,Comm&Mgmt,No,95.14146535179823,Mkt&HR,58.5308364868972,KT Completed,Not Placed
633,M,44.862772954458876,Central,40.261796179018546,Central,Arts,70.14793898576593,Comm&Mgmt,Yes,92.5214743839464,Mkt&HR,76.68142078590294,No KT,Placed
634,M,53.21099211698868,Others,50.01718532483192,Central,Science,40.86287415904918,Sci&Tech,Yes,70.71635070101038,Mkt&Fin,97.84324780788936,KT Completed,Not Placed
635,F,80.99552581957576,Others,82.78276303805913,Others,Arts,88.17887807854623,Sci&Tech,Yes,55.619302466113034,Mkt&HR,45.73446685975607,No KT,Placed
636,F,44.56785156941801,Others,79.98312481469239,Central,Science,98.84762832487509,Sci&Tech,No,53.78151819172747,Mkt&HR,41.352953291805186,KT Completed,Not Placed
637,M,91.07241484292612,Central,97.96285030772063,Others,Arts,76.35557172485484,Comm&Mgmt,No,78.85320226128513,Mkt&Fin,43.34497590821968,No KT,Placed
638,M,69.70879162083847,Central,85.66226741504698,Others,Arts,70.22250322504425,Comm&Mgmt,No,82.13139676054658,Mkt&HR,43.14434118767193,No KT,Placed
639,F,68.83519463959888,Others,97.04636246388029,Central,Commerce,92.70495178269769,Others,Yes,92.4921302298512,Mkt&HR,94.46895146664426,No KT,Placed
640,F,75.54446707957106,Central,82.15243009208842,Others,Science,97.15100738107591,Comm&Mgmt,Yes,64.62575101705156,Mkt&HR,83.27547447602947,No KT,Placed
641,F,89.48085795550895,Others,57.883132518366594,Central,Commerce,85.27221495414763,Sci&Tech,Yes,58.37352452750213,Mkt&Fin,80.6263819717767,No KT,Placed
642,F,60.86855247413158,Central,46.32189533505139,Others,Science,66.72717578405727,Comm&Mgmt,Yes,68.95029165890998,Mkt&Fin,71.35436921570857,No KT,Placed
643,F,80.68096915354381,Central,86.90943180069613,Central,Arts,75.53328395988643,Others,No,67.67875618161375,Mkt&HR,86.9171570183291,No KT,Placed
644,M,73.94391783974746,Others,78.64895328855496,Others,Science,82.05612190107996,Others,Yes,56.62344770089274,Mkt&HR,49.33887956569545,No KT,Placed
645,F,56.02169621016528,Others,42.89116074359777,Others,Commerce,51.656414260108086,Sci&Tech,Yes,83.6141326256576,Mkt&HR,63.51647138730624,No KT,Placed
646,M,92.71779918130949,Others,61.6030279540587,Central,Commerce,66.83206193298628,Sci&Tech,Yes,75.4345970364688,Mkt&HR,69.4002550458606,No KT,Placed
647,M,87.8455612964157,Others,97.40798892905717,Others,Commerce,89.7892758830371,Others,No,86.05613780573832,Mkt&HR,46.62456986060357,No KT,Placed
648,M,79.50711007950554,Central,70.02406874261207,Others,Science,79.28352090990657,Others,No,67.63455600848673,Mkt&HR,65.17082256025103,No KT,Placed
649,F,91.03490374565452,Central,65.96374816118228,Central,Commerce,64.67224403271125,Others,Yes,66.28511057888511,Mkt&Fin,58.990106755757225,KT Completed,Not Placed
650,M,92.03765205758813,Central,67.46197630955764,Others,Commerce,79.80175204088088,Sci&Tech,No,73.62879265219279,Mkt&HR,42.13492874760776,No KT,Not Placed
651,M,82.50177860290208,Others,52.53296344030982,Central,Commerce,47.09334472434759,Others,No,93.87036726975735,Mkt&HR,48.204124163754116,No KT,Placed
652,F,90.22079970182033,Central,62.122430251887714,Others,Arts,64.08985663389258,Others,No,52.01406533669902,Mkt&Fin,85.84220939004831,No KT,Not Placed
653,M,81.84828770015702,Others,62.188795359230596,Central,Arts,87.58771227778338,Sci&Tech,No,90.24164086482361,Mkt&HR,41.08227457027867,No KT,Placed
654,M,80.80844630561802,Central,43.14130121124835,Others,Science,53.23052722819888,Comm&Mgmt,No,68.44938063288782,Mkt&HR,96.05519794578166,No KT,Placed
655,F,77.11668269291106,Others,86.0540577110751,Others,Science,51.15769045344506,Comm&Mgmt,Yes,92.73095128942388,Mkt&HR,45.18547794683425,No KT,Placed
656,M,85.16299837345846,Others,64.99026591423274,Others,Commerce,97.04911959498588,Others,Yes,90.11015044179283,Mkt&HR,87.95428565220749,No KT,Placed
657,M,49.51630631758442,Central,89.3307932089854,Central,Arts,52.593857775173845,Comm&Mgmt,Yes,67.43806236980441,Mkt&Fin,93.91699245660826,KT Completed,Placed
658,M,92.85224555193571,Others,91.02088006719373,Central,Commerce,55.655114779010084,Comm&Mgmt,No,84.6938267660808,Mkt&HR,96.46813509102682,No KT,Placed
659,F,92.31061166471392,Others,52.71964328191949,Central,Commerce,98.17695633426027,Comm&Mgmt,No,57.98163783867201,Mkt&Fin,92.04862140975835,KT Completed,Not Placed
660,F,41.75483698207355,Central,79.44120893020772,Central,Arts,84.08251421590154,Comm&Mgmt,No,94.8140776081894,Mkt&HR,57.2530023655266,No KT,Placed
661,F,89.54900503388576,Others,68.3369082497789,Others,Arts,81.97579198141169,Others,No,70.22455322259547,Mkt&HR,59.98522788030862,No KT,Placed
662,M,47.73219204840671,Others,92.8094042752891,Others,Arts,91.17558303127487,Comm&Mgmt,Yes,72.78128076776001,Mkt&Fin,65.59274191660455,No KT,Placed
663,M,60.10713125554851,Others,52.94444075058725,Central,Science,46.94938493420766,Comm&Mgmt,Yes,85.28795255184924,Mkt&HR,48.35780136442605,No KT,Placed
664,F,84.61049537749646,Central,80.66879201860266,Central,Science,82.35737419480043,Sci&Tech,Yes,91.04201183524255,Mkt&Fin,41.33634730403343,No KT,Placed
665,M,49.64559376289849,Central,76.46512733516334,Central,Commerce,70.22131655969433,Others,Yes,61.817137166410475,Mkt&Fin,92.14729685686208,No KT,Placed
666,M,89.07802144714373,Others,57.718088654309966,Others,Science,89.74903841704838,Sci&Tech,Yes,83.06750699384978,Mkt&Fin,73.24772297262737,No KT,Placed
667,F,89.92805067746451,Central,48.196054219070355,Central,Arts,70.48850311991166,Sci&Tech,Yes,69.59990219445743,Mkt&HR,76.52337653069299,KT In Progress,Not Placed
668,F,70.44806402565017,Others,79.09838562863659,Central,Arts,77.21448125613472,Others,No,68.43514620019806,Mkt&HR,95.61930848906772,KT In Progress,Not Placed
669,M,40.383152303010014,Others,84.31584748793983,Others,Science,68.66452758397216,Comm&Mgmt,No,84.50129119703274,Mkt&HR,79.90721068681694,No KT,Not Placed
670,M,57.22228799049476,Others,58.937640625800995,Others,Commerce,68.68953541335065,Sci&Tech,Yes,69.35916370779671,Mkt&HR,81.4512102603888,KT In Progress,Not Placed
671,M,77.01561510254453,Others,78.68995624133882,Central,Commerce,86.0781986837099,Others,No,67.30542500822038,Mkt&Fin,87.21811890620452,No KT,Placed
672,F,98.87117068164541,Others,63.7078544566902,Others,Science,77.713984038837,Comm&Mgmt,Yes,91.79442040631213,Mkt&HR,46.98090699144423,No KT,Placed
673,F,77.9088116210001,Central,82.79241299695707,Central,Commerce,77.99579209656463,Others,Yes,55.06380619155032,Mkt&HR,61.60972919282749,No KT,Placed
674,F,55.588214863849586,Others,51.95291649364319,Others,Commerce,67.01694902989155,Sci&Tech,No,83.79463114151054,Mkt&Fin,98.09247566220198,No KT,Placed
675,F,78.04034218597668,Central,93.41290015817046,Central,Commerce,71.86656978025165,Comm&Mgmt,Yes,62.43626968953123,Mkt&Fin,95.37580468603639,No KT,Placed
676,M,72.39912278295134,Central,57.244575787934785,Central,Arts,84.74305997228724,Comm&Mgmt,Yes,50.77491209130952,Mkt&HR,93.0445177786111,KT In Progress,Not Placed
677,F,86.79072370906862,Others,62.06715926536917,Central,Arts,89.5564551467151,Others,Yes,58.3382134436346,Mkt&Fin,67.12531062033835,No KT,Placed
678,F,46.4188383296175,Others,43.48551712482099,Central,Science,81.79368412864277,Comm&Mgmt,No,80.33307648879338,Mkt&Fin,91.43157721520834,No KT,Placed
679,F,85.66167415012168,Central,46.690732739276584,Others,Arts,95.44437933074099,Sci&Tech,No,85.45635957429687,Mkt&Fin,42.90375291674594,KT Completed,Not Placed
